timestamp_ist,underlying,regime_class,position_size_mult,strategies_active,cumulative_realized_pnl_inr
2023-10-16 14:30,NIFTY,TRENDING_BULL,1.00,22,10133499.43
2023-10-17 09:16,BANKNIFTY,RANGING,0.75,11,10133499.43
2023-10-17 09:16,NIFTY,EXPIRY_DAY,0.50,1,10133499.43
2023-10-17 09:17,BANKNIFTY,UNKNOWN,0.00,0,10133499.43
2023-10-17 12:30,BANKNIFTY,RANGING,0.75,11,10133499.43
2023-10-17 13:15,BANKNIFTY,UNKNOWN,0.00,0,11577772.47
2023-10-18 09:16,NIFTY,UNKNOWN,0.00,0,11577772.47
2023-10-18 09:20,NIFTY,RANGING,0.75,11,11577772.47
2023-10-18 09:21,NIFTY,UNKNOWN,0.00,0,11577772.47
2023-10-18 09:22,NIFTY,RANGING,0.75,11,11577772.47
2023-10-18 09:29,NIFTY,UNKNOWN,0.00,0,11577772.47
2023-10-18 10:15,BANKNIFTY,RANGING,0.75,11,11030086.93
2023-10-18 10:32,BANKNIFTY,UNKNOWN,0.00,0,11030086.93
2023-10-18 11:22,NIFTY,RANGING,0.75,11,11030086.93
2023-10-18 11:25,NIFTY,UNKNOWN,0.00,0,11030086.93
2023-10-18 11:31,NIFTY,RANGING,0.75,11,11030086.93
2023-10-18 11:34,NIFTY,UNKNOWN,0.00,0,11030086.93
2023-10-18 11:35,NIFTY,RANGING,0.75,11,11030086.93
2023-10-18 11:36,NIFTY,UNKNOWN,0.00,0,11030086.93
2023-10-18 11:37,NIFTY,RANGING,0.75,11,11030086.93
2023-10-18 13:14,NIFTY,UNKNOWN,0.00,0,11030086.93
2023-10-19 10:15,NIFTY,RANGING,0.75,11,11030086.93
2023-10-19 10:37,NIFTY,UNKNOWN,0.00,0,14579975.65
2023-10-19 10:39,NIFTY,RANGING,0.75,11,14579975.65
2023-10-19 11:00,NIFTY,UNKNOWN,0.00,0,14973573.37
2023-10-19 12:15,NIFTY,TRENDING_BULL,1.00,22,14778251.00
2023-10-19 13:00,NIFTY,UNKNOWN,0.00,0,14778251.00
2023-10-19 13:03,BANKNIFTY,RANGING,0.75,11,14778251.00
2023-10-19 13:04,BANKNIFTY,UNKNOWN,0.00,0,14778251.00
2023-10-19 13:07,BANKNIFTY,RANGING,0.75,11,14778251.00
2023-10-19 13:12,BANKNIFTY,UNKNOWN,0.00,0,14778251.00
2023-10-19 13:17,BANKNIFTY,RANGING,0.75,11,14778251.00
2023-10-19 13:18,BANKNIFTY,UNKNOWN,0.00,0,14778251.00
2023-10-19 13:40,BANKNIFTY,RANGING,0.75,11,14778251.00
2023-10-19 13:52,BANKNIFTY,UNKNOWN,0.00,0,14778251.00
2023-10-19 14:45,NIFTY,TRENDING_BULL,1.00,22,14778251.00
2023-10-20 09:30,NIFTY,UNKNOWN,0.00,0,17877683.52
2023-10-20 13:11,BANKNIFTY,HIGH_VOL,0.00,0,17877683.52
2023-10-20 13:11,NIFTY,HIGH_VOL,0.00,0,17877683.52
2023-10-20 13:12,BANKNIFTY,UNKNOWN,0.00,0,17877683.52
2023-10-20 13:12,NIFTY,UNKNOWN,0.00,0,17877683.52
2023-10-20 13:29,BANKNIFTY,HIGH_VOL,0.00,0,17877683.52
2023-10-20 13:29,NIFTY,HIGH_VOL,0.00,0,17877683.52
2023-10-20 13:30,BANKNIFTY,UNKNOWN,0.00,0,17877683.52
2023-10-20 13:30,NIFTY,UNKNOWN,0.00,0,17877683.52
2023-10-23 09:23,BANKNIFTY,TRENDING_BULL,1.00,22,17877683.52
2023-10-23 10:15,BANKNIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 13:18,NIFTY,RANGING,0.75,11,17327377.72
2023-10-23 13:20,NIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 13:23,NIFTY,RANGING,0.75,11,17327377.72
2023-10-23 13:30,NIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 13:38,NIFTY,RANGING,0.75,11,17327377.72
2023-10-23 13:45,NIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 13:51,NIFTY,RANGING,0.75,11,17327377.72
2023-10-23 13:52,NIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 13:57,NIFTY,RANGING,0.75,11,17327377.72
2023-10-23 14:01,NIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 14:06,NIFTY,RANGING,0.75,11,17327377.72
2023-10-23 14:10,NIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 14:11,NIFTY,RANGING,0.75,11,17327377.72
2023-10-23 14:15,NIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-23 15:00,NIFTY,TRENDING_BULL,1.00,22,17327377.72
2023-10-24 09:16,NIFTY,EXPIRY_DAY,0.50,1,17327377.72
2023-10-24 09:45,BANKNIFTY,RANGING,0.75,11,17327377.72
2023-10-24 09:51,BANKNIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-24 12:19,BANKNIFTY,HIGH_VOL,0.00,0,17327377.72
2023-10-24 12:20,BANKNIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-24 12:21,BANKNIFTY,HIGH_VOL,0.00,0,17327377.72
2023-10-24 12:36,BANKNIFTY,UNKNOWN,0.00,0,17327377.72
2023-10-24 15:03,BANKNIFTY,TRENDING_BULL,1.00,22,17327377.72
2023-10-25 09:16,BANKNIFTY,UNKNOWN,0.00,0,26545884.06
2023-10-25 09:16,NIFTY,TRENDING_BULL,1.00,22,26545884.06
2023-10-25 09:45,NIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 10:00,BANKNIFTY,RANGING,0.75,11,27122624.16
2023-10-25 10:18,BANKNIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 10:37,BANKNIFTY,RANGING,0.75,11,27122624.16
2023-10-25 10:38,BANKNIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 10:44,BANKNIFTY,RANGING,0.75,11,27122624.16
2023-10-25 10:45,NIFTY,RANGING,0.75,11,27122624.16
2023-10-25 11:12,BANKNIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 11:12,NIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 11:20,BANKNIFTY,RANGING,0.75,11,27122624.16
2023-10-25 11:20,NIFTY,RANGING,0.75,11,27122624.16
2023-10-25 11:21,BANKNIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 11:21,NIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 12:45,NIFTY,TRENDING_BULL,1.00,22,27122624.16
2023-10-25 13:00,BANKNIFTY,TRENDING_BULL,1.00,22,27122624.16
2023-10-25 14:00,NIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-25 14:45,NIFTY,TRENDING_BULL,1.00,22,27122624.16
2023-10-26 09:26,BANKNIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-26 09:26,NIFTY,UNKNOWN,0.00,0,27122624.16
2023-10-26 12:34,BANKNIFTY,RANGING,0.75,11,27122624.16
2023-10-26 13:15,BANKNIFTY,UNKNOWN,0.00,0,34959550.71
2023-10-26 14:00,NIFTY,TRENDING_BULL,1.00,22,34959550.71
2023-10-26 15:00,BANKNIFTY,TRENDING_BULL,1.00,22,35292756.67
2023-10-27 09:30,BANKNIFTY,UNKNOWN,0.00,0,34125944.58
2023-10-27 10:30,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 11:07,BANKNIFTY,RANGING,0.75,11,34152310.93
2023-10-27 11:16,BANKNIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 11:17,BANKNIFTY,RANGING,0.75,11,34152310.93
2023-10-27 11:19,BANKNIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 11:23,BANKNIFTY,RANGING,0.75,11,34152310.93
2023-10-27 11:24,BANKNIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 11:48,NIFTY,RANGING,0.75,11,34152310.93
2023-10-27 11:49,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 11:57,NIFTY,RANGING,0.75,11,34152310.93
2023-10-27 12:00,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 12:05,NIFTY,RANGING,0.75,11,34152310.93
2023-10-27 12:07,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 12:08,NIFTY,RANGING,0.75,11,34152310.93
2023-10-27 12:16,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 12:17,NIFTY,RANGING,0.75,11,34152310.93
2023-10-27 12:24,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 12:25,NIFTY,RANGING,0.75,11,34152310.93
2023-10-27 12:32,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-27 12:35,NIFTY,RANGING,0.75,11,34152310.93
2023-10-27 13:00,NIFTY,UNKNOWN,0.00,0,34152310.93
2023-10-30 12:15,NIFTY,TRENDING_BULL,1.00,22,34152310.93
2023-10-30 12:45,BANKNIFTY,TRENDING_BULL,1.00,22,34727542.92
2023-10-30 14:30,BANKNIFTY,UNKNOWN,0.00,0,34727542.92
2023-10-30 15:15,NIFTY,UNKNOWN,0.00,0,34727542.92
2023-10-31 09:16,BANKNIFTY,EXPIRY_DAY,0.50,1,34727542.92
2023-10-31 09:16,NIFTY,EXPIRY_DAY,0.50,1,34727542.92
2023-11-01 09:16,BANKNIFTY,UNKNOWN,0.00,0,34727542.92
2023-11-01 09:16,NIFTY,UNKNOWN,0.00,0,34727542.92
2023-11-02 13:08,BANKNIFTY,HIGH_VOL,0.00,0,34727542.92
2023-11-02 13:08,NIFTY,HIGH_VOL,0.00,0,34727542.92
2023-11-02 13:09,BANKNIFTY,UNKNOWN,0.00,0,34727542.92
2023-11-02 13:09,NIFTY,UNKNOWN,0.00,0,34727542.92
2023-11-02 13:57,BANKNIFTY,HIGH_VOL,0.00,0,34727542.92
2023-11-02 13:57,NIFTY,HIGH_VOL,0.00,0,34727542.92
2023-11-02 13:58,BANKNIFTY,UNKNOWN,0.00,0,34727542.92
2023-11-02 13:58,NIFTY,UNKNOWN,0.00,0,34727542.92
2023-11-03 15:15,NIFTY,TRENDING_BULL,1.00,22,34727542.92
2023-11-06 09:44,NIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 11:54,BANKNIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 11:54,NIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 12:12,BANKNIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 12:12,NIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 12:18,BANKNIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 12:18,NIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 12:23,BANKNIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 12:23,NIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 12:28,BANKNIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 12:28,NIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 12:30,BANKNIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 12:30,NIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 12:34,BANKNIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 12:34,NIFTY,HIGH_VOL,0.00,0,38432920.22
2023-11-06 12:37,BANKNIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 12:37,NIFTY,UNKNOWN,0.00,0,38432920.22
2023-11-06 14:47,NIFTY,TRENDING_BULL,1.00,22,38432920.22
2023-11-07 09:16,NIFTY,EXPIRY_DAY,0.50,1,38432920.22
2023-11-07 11:16,BANKNIFTY,RANGING,0.75,11,38432920.22
2023-11-07 11:23,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 11:25,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-07 11:47,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 13:14,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-07 13:15,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 13:16,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-07 13:17,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 13:18,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-07 13:19,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 13:29,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-07 13:31,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 13:32,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-07 13:38,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 13:44,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-07 13:51,BANKNIFTY,UNKNOWN,0.00,0,38079314.44
2023-11-07 14:47,BANKNIFTY,RANGING,0.75,11,38079314.44
2023-11-08 09:16,NIFTY,TRENDING_BULL,1.00,22,38079314.44
2023-11-08 09:24,BANKNIFTY,UNKNOWN,0.00,0,39498064.85
2023-11-08 09:24,NIFTY,UNKNOWN,0.00,0,39498064.85
2023-11-08 12:28,NIFTY,TRENDING_BULL,1.00,22,38941694.19
2023-11-08 14:15,NIFTY,UNKNOWN,0.00,0,38941694.19
2023-11-08 15:16,NIFTY,RANGING,0.75,11,38941694.19
2023-11-08 15:17,NIFTY,UNKNOWN,0.00,0,38941694.19
2023-11-08 15:18,NIFTY,RANGING,0.75,11,38941694.19
2023-11-08 15:26,NIFTY,UNKNOWN,0.00,0,38941694.19
2023-11-09 09:21,BANKNIFTY,RANGING,0.75,11,38941694.19
2023-11-09 09:21,NIFTY,RANGING,0.75,11,38941694.19
2023-11-09 09:22,BANKNIFTY,UNKNOWN,0.00,0,38941694.19
2023-11-09 09:22,NIFTY,UNKNOWN,0.00,0,38941694.19
2023-11-09 09:24,BANKNIFTY,RANGING,0.75,11,38941694.19
2023-11-09 09:24,NIFTY,RANGING,0.75,11,38941694.19
2023-11-09 09:25,BANKNIFTY,UNKNOWN,0.00,0,38941694.19
2023-11-09 09:25,NIFTY,UNKNOWN,0.00,0,38941694.19
2023-11-09 09:26,BANKNIFTY,RANGING,0.75,11,38941694.19
2023-11-09 09:26,NIFTY,RANGING,0.75,11,38941694.19
2023-11-09 09:44,BANKNIFTY,UNKNOWN,0.00,0,38585459.23
2023-11-09 09:44,NIFTY,UNKNOWN,0.00,0,38585459.23
2023-11-09 09:45,BANKNIFTY,RANGING,0.75,11,38585459.23
2023-11-09 09:45,NIFTY,RANGING,0.75,11,38585459.23
2023-11-09 09:53,BANKNIFTY,UNKNOWN,0.00,0,38585459.23
2023-11-09 09:53,NIFTY,UNKNOWN,0.00,0,38585459.23
2023-11-09 10:19,BANKNIFTY,RANGING,0.75,11,38585459.23
2023-11-09 10:19,NIFTY,RANGING,0.75,11,38585459.23
2023-11-09 10:20,BANKNIFTY,UNKNOWN,0.00,0,38971682.78
2023-11-09 10:20,NIFTY,UNKNOWN,0.00,0,38971682.78
2023-11-09 10:21,BANKNIFTY,RANGING,0.75,11,38971682.78
2023-11-09 10:21,NIFTY,RANGING,0.75,11,38971682.78
2023-11-09 10:30,BANKNIFTY,UNKNOWN,0.00,0,40537785.80
2023-11-09 10:32,NIFTY,UNKNOWN,0.00,0,40537785.80
2023-11-09 11:45,NIFTY,TRENDING_BULL,1.00,22,40537785.80
2023-11-09 12:30,NIFTY,UNKNOWN,0.00,0,40537785.80
2023-11-10 09:54,BANKNIFTY,RANGING,0.75,11,40537785.80
2023-11-10 11:30,NIFTY,RANGING,0.75,11,55362822.60
2023-11-10 11:54,BANKNIFTY,UNKNOWN,0.00,0,55362822.60
2023-11-10 11:54,NIFTY,UNKNOWN,0.00,0,55362822.60
2023-11-10 11:55,BANKNIFTY,RANGING,0.75,11,55362822.60
2023-11-10 11:55,NIFTY,RANGING,0.75,11,55362822.60
2023-11-10 12:00,BANKNIFTY,UNKNOWN,0.00,0,55362822.60
2023-11-10 12:00,NIFTY,UNKNOWN,0.00,0,55362822.60
2023-11-10 12:07,NIFTY,RANGING,0.75,11,55362822.60
2023-11-10 13:00,NIFTY,UNKNOWN,0.00,0,55362822.60
2023-11-10 13:45,NIFTY,TRENDING_BULL,1.00,22,55362822.60
2023-11-10 15:00,NIFTY,UNKNOWN,0.00,0,55362822.60
2023-11-13 10:30,NIFTY,TRENDING_BULL,1.00,22,55362822.60
2023-11-13 12:43,NIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-13 14:51,BANKNIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-13 14:51,NIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-13 14:53,BANKNIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-13 14:53,NIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-13 15:26,BANKNIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-13 15:26,NIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-14 09:16,BANKNIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-14 09:16,NIFTY,EXPIRY_DAY,0.50,1,59056437.94
2023-11-15 09:16,NIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 12:54,BANKNIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 12:54,NIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 12:58,BANKNIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 12:58,NIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 12:59,BANKNIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 12:59,NIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 13:03,BANKNIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 13:03,NIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 13:06,BANKNIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 13:06,NIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 13:07,BANKNIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 13:07,NIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 13:08,BANKNIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 13:08,NIFTY,HIGH_VOL,0.00,0,59056437.94
2023-11-15 13:09,BANKNIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-15 13:09,NIFTY,UNKNOWN,0.00,0,59056437.94
2023-11-16 09:18,NIFTY,TRENDING_BULL,1.00,22,59056437.94
2023-11-16 10:45,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 11:45,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 11:57,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 11:58,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 12:04,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 12:05,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 12:12,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 12:13,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 12:15,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 12:17,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 12:18,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 12:30,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 12:31,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 12:34,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 12:57,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 13:00,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 13:18,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 13:21,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 13:31,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 13:32,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 13:33,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 13:53,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 14:01,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 14:03,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 14:04,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 14:35,NIFTY,RANGING,0.75,11,58861274.56
2023-11-16 15:00,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-16 15:15,BANKNIFTY,TRENDING_BULL,1.00,22,58861274.56
2023-11-17 09:16,NIFTY,RANGING,0.75,11,58861274.56
2023-11-17 09:32,BANKNIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-17 09:32,NIFTY,UNKNOWN,0.00,0,58861274.56
2023-11-17 10:57,BANKNIFTY,HIGH_VOL,0.00,0,59119998.59
2023-11-17 10:57,NIFTY,HIGH_VOL,0.00,0,59119998.59
2023-11-17 10:58,BANKNIFTY,UNKNOWN,0.00,0,59119998.59
2023-11-17 10:58,NIFTY,UNKNOWN,0.00,0,59119998.59
2023-11-17 10:59,BANKNIFTY,HIGH_VOL,0.00,0,59119998.59
2023-11-17 10:59,NIFTY,HIGH_VOL,0.00,0,59119998.59
2023-11-17 11:09,BANKNIFTY,UNKNOWN,0.00,0,59119998.59
2023-11-17 11:09,NIFTY,UNKNOWN,0.00,0,59119998.59
2023-11-17 13:19,BANKNIFTY,TRENDING_BULL,1.00,22,59119998.59
2023-11-17 13:19,NIFTY,TRENDING_BULL,1.00,22,59119998.59
2023-11-20 12:45,BANKNIFTY,UNKNOWN,0.00,0,58756881.27
2023-11-21 09:16,NIFTY,EXPIRY_DAY,0.50,1,58756881.27
2023-11-21 12:13,BANKNIFTY,RANGING,0.75,11,58756881.27
2023-11-21 12:30,BANKNIFTY,UNKNOWN,0.00,0,63043731.60
2023-11-21 13:45,BANKNIFTY,TRENDING_BULL,1.00,22,63043731.60
2023-11-22 09:16,NIFTY,UNKNOWN,0.00,0,63378571.23
2023-11-22 10:31,NIFTY,RANGING,0.75,11,62830960.55
2023-11-22 10:33,NIFTY,UNKNOWN,0.00,0,62830960.55
